Ti,Fe,Al,V,Zr,Cr,Sn ,Nb,H ,N,O,C,Mo,Si,Microstructure,Temperature (K),Strain Rate,Strain,Flow Stress
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,0.168,0.0773,215
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,0.168,0.1208,216
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,0.168,0.1642,216
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.021,-0.3136,143
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.021,-0.2702,145
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.021,-0.2268,145
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.021,-0.1833,143
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.021,-0.1399,140
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.021,-0.0964,135
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.021,-0.0530,132
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.021,-0.0096,130
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.021,0.0339,128
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.021,0.0773,128
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.021,0.1208,128
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.021,0.1642,130
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.021,0.2076,134
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.209,-0.3136,80
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.209,-0.2702,80
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.209,-0.2268,78
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.209,-0.1833,76
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.209,-0.1399,75
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.209,-0.0964,72
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.209,-0.0530,71
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.209,-0.0096,68
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.209,0.0339,68
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.209,0.0773,69
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.209,0.1208,75
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.209,0.1642,73
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.398,-0.3136,36
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.398,-0.2702,35
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.398,-0.2268,34
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.398,-0.1833,33
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.398,-0.1399,32
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.398,-0.0964,31
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.398,-0.0530,31
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.398,-0.0096,31
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.398,0.0339,31
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.398,0.0773,31
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.398,0.1208,32
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.398,0.1642,33
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.089,-0.398,0.2076,35
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.357,-0.3136,220
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.357,-0.2702,225
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.357,-0.2268,228
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.357,-0.1833,233
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.357,-0.1399,234
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.357,-0.0964,234
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.357,-0.0530,233
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.357,-0.0096,232
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.357,0.0339,229
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.357,0.0773,225
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.357,0.1208,224
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.357,0.1642,218
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.357,0.2076,213
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.168,-0.3136,151
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.168,-0.2702,153
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.168,-0.2268,154
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.168,-0.1833,155
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.168,-0.1399,154
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.168,-0.0964,155
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.168,-0.0530,155
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.168,-0.0096,155
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.168,0.0339,155
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.168,0.0773,155
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.168,0.1208,155
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.168,0.1642,155
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,0.168,0.2076,154
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.021,-0.3136,98
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.021,-0.2702,101
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.021,-0.2268,101
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.021,-0.1833,101
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.021,-0.1399,98
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.021,-0.0964,96
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.021,-0.0530,97
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.021,-0.0096,95
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.021,0.0339,96
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.021,0.0773,92
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.021,0.1208,91
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.021,0.1642,91
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.021,0.2076,89
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.209,-0.3136,41
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.209,-0.2702,40
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.209,-0.2268,40
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.209,-0.1833,40
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.209,-0.1399,39
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.209,-0.0964,39
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.209,-0.0530,39
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.209,-0.0096,39
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.209,0.0339,38
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.209,0.0773,39
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.209,0.1208,38
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.209,0.1642,38
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.209,0.2076,39
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.398,-0.3136,13
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.398,-0.2702,13
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.398,-0.2268,13
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.398,-0.1833,14
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.398,-0.1399,15
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.398,-0.0964,15
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.398,-0.0530,16
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.398,-0.0096,16
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.398,0.0339,16
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.398,0.0773,17
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.398,0.1208,18
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.398,0.1642,18
-0.187,-0.035,-0.082,0.419,-0.223,0.068,0.4253,-0.0304,0.7778,0.940,0.396,0.6000,-0.199,-0.0860,0.431,0.297,-0.398,0.2076,19
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.323,-0.3136,7
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.323,-0.2702,7
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.323,-0.2268,8
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.323,-0.1833,8
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.323,-0.1399,8
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.323,-0.0964,8
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.323,-0.0530,8
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.323,-0.0096,8
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.323,0.0339,8
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.323,0.0773,8
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.323,0.1208,8
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.323,0.1642,8
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.323,-0.3136,5
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.323,-0.2702,6
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.323,-0.2268,7
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.323,-0.1833,7
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.323,-0.1399,7
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.323,-0.0964,7
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.323,-0.0530,7
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.323,-0.0096,7
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.323,0.0339,7
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.323,0.0773,7
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.323,0.1208,7
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.323,0.1642,7
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.506,-0.323,-0.3136,5
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.506,-0.323,-0.2702,6
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.506,-0.323,-0.2268,6
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.506,-0.323,-0.1833,6
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.506,-0.323,-0.1399,6
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.506,-0.323,-0.0964,6
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.506,-0.323,-0.0530,6
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.506,-0.323,-0.0096,6
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.506,-0.323,0.0339,6
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.506,-0.323,0.0773,6
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.506,-0.323,0.1208,6
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.506,-0.323,0.1642,6
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.134,-0.3136,14
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.134,-0.2702,15
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.134,-0.2268,16
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.134,-0.1833,16
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.134,-0.1399,16
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.134,-0.0964,16
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.134,-0.0530,16
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.134,-0.0096,16
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.134,0.0339,16
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.134,0.0773,16
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.134,0.1208,16
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.297,-0.134,0.1642,16
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.134,-0.3136,11
0.091,-0.140,0.040,-0.169,-0.223,-0.123,-0.1420,0.2323,0.0556,-0.020,0.436,0.1714,-0.199,-0.0860,-0.069,0.401,-0.134,-0.2702,13
